# This file is generated by MACS								
# ARGUMENTS LIST:								
# name = GR_Dex_Peaks								
# ChIP-seq file = signal.bed								
# control file = bg.bed								
# effective genome size = 2.70e+09								
# tag size = 25								
# band width = 300								
# model fold = 20								
# pvalue cutoff = 1.00e-10								
"# Ranges for calculating regional lambda are : 1000,5000,10000"								
# d = 67								
chr	start	end	length	summit	tags	something	fold_enrichment	FDR(%)
chr7	130619888	130620441	554	311	98	453.65	26.02	1.85
chr7	130633483	130634112	630	258	252	2734.28	98.73	1.13
chr7	130692629	130692882	254	98	20	108.48	20.01	18.86
chr7	130736151	130736495	345	231	49	406.93	43.67	2.15
chr7	130778797	130779163	367	166	102	998.15	68.8	0.92
chr7	130874940	130875237	298	141	43	185.42	14.31	6.82
chr7	130879749	130880159	411	167	61	173.89	10.21	7.52
chr7	130948243	130948557	315	118	56	447.33	42.47	1.89
chr7	131269183	131269581	399	185	64	419.54	34.43	2.09
chr7	131269655	131270201	547	135	96	631.3	33.42	1.04
chr7	131283839	131284425	587	277	274	1827.2	31.08	0.76
chr7	131285968	131286249	282	186	39	169.84	11.36	7.86
chr7	131288575	131288967	393	158	101	638.83	22.07	0.98
chr7	131400867	131401373	507	166	63	108.5	6.57	18.81
chr7	131434555	131434790	236	87	25	157.09	18.07	8.93
chr7	131539999	131540290	292	143	31	144.55	13.14	10.27
chr7	133059913	133060274	362	177	77	756.32	61.47	0.91
chr7	133503980	133504336	357	175	45	143.04	13.39	10.49
chr7	133699873	133700526	654	257	134	197.73	7.23	5.92
chr7	133700855	133701355	501	225	126	567.45	15.66	1.25
chr7	133845928	133846244	317	166	35	123.37	10.57	14.19
chr7	133868432	133869124	693	215	174	688.42	25.04	0.99
chr7	133873633	133874148	516	235	115	216.69	10.71	5.18
chr7	133929183	133929692	510	247	75	202.37	7.39	5.72
chr7	134211148	134211610	463	159	84	628.06	32.52	1.03
chr7	134223463	134224075	613	208	225	1729.67	46.54	0.81
chr7	134225778	134226284	507	241	240	1947.52	46.24	0.86
chr7	134226520	134227002	483	210	227	1110.39	16.49	1.05
chr7	134254343	134255114	772	252	389	3100	88.42	1.07
chr7	134255316	134255593	278	130	22	125.05	18.97	13.96
chr7	134284452	134284768	317	150	28	184.9	22.32	6.82
chr7	134505444	134505841	398	160	88	139.85	5.82	11.05
chr7	134653298	134653644	347	225	45	262.95	14.35	3.69
chr7	134828657	134828864	208	84	23	134.24	14.23	12.07
chr7	134837457	134837697	241	64	29	229.45	24.26	4.72
chr7	135107591	135107838	248	119	22	132.19	17.05	12.43
chr7	135119223	135119610	388	216	45	265.34	22.77	3.63
chr7	135298145	135298432	288	128	41	344.47	38.82	2.71
chr7	137289002	137289680	679	406	172	1367.73	44.27	1.16
chr7	137293125	137293423	299	116	37	182.47	18.58	7.04
chr7	137313776	137314201	426	233	68	198.17	10.48	5.91
chr7	137328273	137328635	363	241	32	160.63	12	8.56
chr7	137335502	137335817	316	113	51	230.03	12.64	4.67
chr7	137424896	137425179	284	133	45	309.81	21.34	3.15
chr7	137434358	137434595	238	142	24	175.65	24.26	7.48
chr7	137529875	137530167	293	175	62	593.65	64.74	1.1
chr7	138296316	138296883	568	240	106	398.99	11.79	2.25
chr7	138468875	138469230	356	161	71	195.01	9.65	6.15
chr7	138981273	138981604	332	191	62	277.5	14.83	3.39
chr7	138984339	138984755	417	222	55	248.3	14.91	4.13
chr7	139008160	139008484	325	153	69	515.95	32.89	1.53
chr7	139010414	139010776	363	183	44	195.28	14.85	6.1
chr7	139014924	139016430	1507	598	472	2110.64	26.69	0.8
chr7	139017713	139018301	589	409	96	343.65	8.35	2.73
chr7	139078367	139078810	444	241	114	550.16	19.43	1.36
chr7	139080586	139081151	566	276	212	1706.99	42.23	0.79
chr7	139094569	139094886	318	179	31	141.27	16.52	10.88
chr7	139095846	139096280	435	248	63	347.67	20.33	2.64
chr7	139117697	139117968	272	192	29	147.29	16.26	10.01
chr7	139199922	139200309	388	154	52	347.74	30.2	2.64
chr7	139222054	139222344	291	130	26	106.18	11.38	19.71
chr7	139262305	139262905	601	176	90	232.1	12.02	4.64
chr7	139304976	139305271	296	174	29	116.32	8.87	15.97
chr7	139395962	139396180	219	116	29	210.05	22.51	5.46
chr7	139546470	139546868	399	193	62	249.58	16.77	4.07
chr7	139887538	139888301	764	553	139	285.25	8.76	3.34
chr7	139927855	139928127	273	84	34	197.81	14.35	5.9
chr7	139972543	139973018	476	187	124	462.35	17.71	1.79
chr7	140319345	140319603	259	137	21	103.79	13.01	20.87
chr7	140802532	140802908	377	235	39	267.38	24.32	3.58
chr7	141042002	141042499	498	193	79	147.85	7.61	9.96
chr7	141149244	141149490	247	144	25	114.26	12.2	16.7
chr7	141341751	141342094	344	166	39	289.57	41.45	3.28
chr7	141347819	141348143	325	195	45	370.75	38.82	2.4
chr7	141354747	141354973	227	98	34	296.6	33.97	3.26
chr7	141434285	141434605	321	99	37	194.25	15.36	6.18
chr7	141943342	141943538	197	133	19	103.51	15.24	21.04
chr7	141945373	141945690	318	152	39	241.12	22.77	4.42
chr7	142148953	142149152	200	136	18	127.89	16.18	13.35
chr7	142527963	142528248	286	166	28	198.31	25.88	5.9
chr7	143054125	143054518	394	175	87	501.35	24.97	1.64
chr7	143646218	143646544	327	164	35	137.34	8.81	11.61
chr7	145325270	145325495	226	105	21	114.94	11.92	16.54
chr7	148556823	148557193	371	174	41	193.48	14.93	6.24
chr7	148875204	148875553	350	223	48	329.79	27.1	2.85
chr7	149048538	149048947	410	253	46	104.4	6.91	20.56
chr7	149062597	149062948	352	191	89	557.21	19.03	1.38
chr7	150202450	150202753	304	202	41	279.48	23.23	3.38
chr7	150239831	150240148	318	121	28	115.84	9.32	16.21
chr7	150304717	150305167	451	209	114	465.34	19.09	1.77
chr7	150363703	150364169	467	223	108	489.09	17.03	1.7
chr7	150684313	150684549	237	130	20	123.1	19.63	14.21
chr7	150732235	150732580	346	218	44	114.31	6.35	16.68
chr7	150831980	150832288	309	150	46	163.19	9.49	8.33
chr7	150926021	150926409	389	188	44	244.43	21.34	4.28
chr7	150964197	150964474	278	128	31	112.08	10.57	17.47
chr7	151008736	151009314	579	336	166	1393.94	43.54	1.19
chr7	151015560	151016076	517	178	107	119.31	5.06	15.18
chr7	151071544	151072026	483	239	240	1589.67	38.81	1.16
chr7	151073049	151073688	640	416	191	264.65	5.82	3.64
chr7	151082085	151082569	485	220	111	164.85	7.08	8.24
chr7	151124230	151124849	620	228	65	119.5	5.42	15.13
chr7	151229537	151229769	233	132	26	109.99	12.2	18.23
chr7	151251318	151251989	672	458	245	1860.19	46.46	0.78
chr7	151593000	151593236	237	158	21	144.81	16.18	10.23
chr7	151601687	151601903	217	152	19	131.82	14.56	12.57
chr7	152003842	152004399	558	439	104	107.45	5.91	19.19
chr7	154883693	154884080	388	206	42	127.86	7.44	13.35
chr7	154912635	154912925	291	155	50	292.01	22.6	3.3
chr7	155037217	155037522	306	166	32	110.88	11.44	17.93
chr7	155346201	155346987	787	367	312	505.99	8.08	1.6
chr7	156094453	156094796	344	224	68	403.44	24.66	2.15
chr7	156388882	156389421	540	282	265	2649.84	89.82	1.06
chr7	156417342	156417685	344	204	52	347.62	27.79	2.64
chr7	156658084	156658361	278	147	32	163.54	16.26	8.31
chr7	156757433	156757777	345	192	39	108.76	7.48	18.66
chr7	156869659	156870213	555	228	117	511.51	18.4	1.57
chr7	156872652	156872905	254	79	35	141.07	8.13	10.89
chr7	156973768	156974117	350	187	64	345.67	22.51	2.67
chr7	156975891	156976333	443	212	58	288.31	16.26	3.28
chr7	157004765	157005055	291	163	31	104.42	9.73	20.55
chr7	157106296	157106977	682	434	203	1351.37	28.04	1.14
chr7	157262639	157263130	492	200	88	484.76	18.14	1.69
chr7	157330788	157331122	335	145	35	139.66	10.6	11.12
chr7	157347186	157347757	572	150	96	289.05	7.95	3.28
chr7	157358680	157359362	683	389	457	3100	54.2	1.07
chr7	157651732	157652158	427	235	69	338.64	12.51	2.79
chr7	157908680	157908936	257	165	35	163.13	13.66	8.33
chr7	157916604	157918072	1469	956	785	2890.74	19.16	1.29
chr7	157918086	157919006	921	391	416	2489.8	25.94	0.89
chr7	157929446	157929886	441	221	71	242.61	12.93	4.36
chr7	157931401	157931774	374	203	55	204.08	12.17	5.68
chr7	157938438	157938764	327	159	32	103.54	8.43	21.01
chr7	157955790	157956145	356	191	51	277.1	22.1	3.4
chr7	158218488	158218912	425	221	57	316.65	14.94	3.07
chr7	158303815	158304604	790	221	352	647.97	9.35	1
chr7	158348814	158349938	1125	619	1027	3100	15.12	1.07
chr7	158363438	158363918	481	214	57	123.02	6.81	14.23
chr7	158499712	158500065	354	208	58	106.67	7.61	19.48
chr7	158500748	158501569	822	256	353	556.02	8.36	1.37
chr7	158502112	158502862	751	574	153	379.92	8	2.33
chr7	158509963	158510426	464	238	63	107.94	4.85	19.03
chr7	158510580	158511004	425	147	117	663.31	18.48	0.99
chr7	158657524	158657790	267	133	28	125.67	10.94	13.78
chr8	640999	641609	611	241	108	283.64	10.12	3.34
chr8	2062689	2062950	262	183	91	142.89	5.31	10.54
chr8	2068237	2068557	321	142	27	103.77	11.38	20.88
chr8	6160635	6160941	307	156	35	239.5	20.33	4.46
chr8	8205458	8206041	584	187	166	381.63	10.32	2.3
chr8	8241121	8241475	355	188	63	397.89	20.33	2.24
chr8	8350535	8351333	799	376	107	150.52	6.93	9.63
chr8	8495663	8496080	418	236	84	313.57	13.3	3.15
chr8	8505142	8505427	286	111	28	141.04	12.58	10.89
chr8	8530218	8530577	360	209	51	422.1	40.44	2.06
chr8	8551943	8552352	410	195	85	681.64	36.86	1.02
chr8	8559330	8559896	567	416	86	160.86	4.96	8.53
chr8	8969758	8970293	536	110	77	161.76	6.88	8.46
chr8	8983383	8984105	723	480	420	2817.87	34.89	1.23
chr8	8990655	8991604	950	373	221	521.63	7.91	1.47
chr8	8999273	8999607	335	163	60	370.49	29.42	2.4
chr8	9343513	9343939	427	215	82	680.88	43.78	1.02
chr8	9345754	9346069	316	171	26	103.23	11.13	21.23
chr8	10097737	10098020	284	129	29	188.78	23.04	6.61
chr8	10575833	10576449	617	320	300	1353.29	16.66	1.14
chr8	11352586	11353219	634	311	351	982.3	12.62	0.96
chr8	11410846	11411109	264	87	31	166.51	14.3	8.12
chr8	11771985	11772376	392	211	41	174.58	11.61	7.52
chr8	13067276	13067434	159	69	15	112.55	19.41	17.32
chr8	13148933	13149292	360	222	46	157.58	10.16	8.89
chr8	13151808	13152110	303	154	30	199.27	26.13	5.83
chr8	13158841	13159039	199	134	16	108.15	17.79	18.94
chr8	13245066	13245309	244	139	18	113.15	19.41	17.08
chr8	13263943	13264141	199	66	18	121.54	16.26	14.57
chr8	13268546	13268939	394	254	48	166.56	10.84	8.1
chr8	16501202	16501401	200	140	17	117.74	16.18	15.67
chr8	16712844	16713149	306	170	30	200.26	26.61	5.79
chr8	17439462	17439819	358	146	58	371.21	24.39	2.39
chr8	17460035	17460266	232	85	22	156.99	17.79	8.94
chr8	17508270	17508646	377	202	51	267.75	16.74	3.57
chr8	17512732	17513105	374	175	36	108.24	11.03	18.94
chr8	17516434	17516812	379	145	44	146.65	9.76	10.05
chr8	17688782	17689224	443	173	89	434.66	21.34	2.02
chr8	17690604	17690936	333	153	36	207.95	26.37	5.52
chr8	17696502	17697107	606	129	64	393.5	19.67	2.28
chr8	17702482	17703676	1195	740	395	137.99	4.95	11.44
chr8	17737901	17738320	420	181	73	255.69	13.48	3.86
chr8	17738382	17738787	406	229	67	261.23	10.69	3.76
chr8	17797120	17797450	331	206	30	133.35	10.84	12.23
chr8	17797621	17798322	702	411	241	1529.73	21.68	1.09
chr8	17808837	17809973	1137	575	786	807.78	5.34	0.93
chr8	18567992	18568777	786	121	128	889.35	26.02	0.85
chr8	18655489	18655831	343	130	36	259.62	24.26	3.78
chr8	18676206	18676492	287	157	25	167.14	29.12	8.03
chr8	18856403	18857061	659	368	379	1907.19	22.07	0.82
chr8	18859028	18859697	670	191	122	345.19	9.57	2.66
chr8	18897954	18898240	287	152	42	307.24	32.76	3.21
chr8	18969178	18969735	558	352	100	256.41	11.23	3.84
chr8	19030004	19030470	467	262	92	742.66	47.62	0.93
chr8	19100618	19101061	444	185	127	1389.58	100.29	1.19
chr8	19193289	19193621	333	147	40	130.52	13.21	12.84
chr8	19292357	19292619	263	158	21	106.99	12.6	19.35
chr8	19340219	19340580	362	204	48	175.28	11.02	7.5
chr8	19372110	19372455	346	133	50	229.43	14.38	4.73
chr8	19454424	19454823	400	334	61	374.73	20.78	2.34
chr8	19465479	19465946	468	245	219	1826.96	51.49	0.75
chr8	19479758	19480403	646	376	156	608.75	20.57	1.12
chr8	19529598	19529987	390	270	52	346.66	27.88	2.64
chr8	19543783	19544143	361	279	36	112.52	6.97	17.34
chr8	19553072	19553356	285	87	29	199.69	17.9	5.8
chr8	19565217	19565788	572	176	179	1108.88	18.91	1.05
chr8	19566533	19566984	452	186	78	342.77	14.41	2.74
chr8	19567066	19567781	716	303	257	831.16	13.46	0.96
chr8	19579675	19580745	1071	594	306	703.9	12.73	0.98
chr8	19588369	19588765	397	191	63	396.28	21.68	2.23
chr8	19667207	19667543	337	153	75	723.16	63.56	0.94
chr8	19669157	19669573	417	264	48	218.47	17.04	5.1
chr8	21485590	21485996	407	184	258	2807.9	72.43	1.2
chr8	21512891	21513247	357	148	34	155.23	11.74	9.13
chr8	21530921	21531417	497	415	85	500.97	24.78	1.67
chr8	21585645	21586211	567	294	273	646.64	8.77	0.99
chr8	21589495	21589827	333	147	52	149.88	10.03	9.74
chr8	22050681	22051207	527	283	102	153.92	4.97	9.25
chr8	22092092	22092824	733	393	286	193.8	4.34	6.21
chr8	22101257	22101614	358	185	68	384.28	21.94	2.3
chr8	22104504	22104880	377	154	82	365.76	16.68	2.48
chr8	22123961	22124714	754	403	210	698.85	12.32	0.97
chr8	22140103	22140587	485	187	60	109.84	5.85	18.31
chr8	22141149	22141541	393	194	76	102.23	4.6	21.8
chr8	22187671	22187894	224	136	20	103.05	10.29	21.35
chr8	22235905	22236169	265	153	28	177.72	21.26	7.4
chr8	22272245	22272420	176	81	22	158.73	21.26	8.71
chr8	22275683	22276046	364	188	42	172.37	11.47	7.65
chr8	22296463	22297777	1315	578	548	2709.22	21.24	1.1
chr8	22681806	22682478	673	283	111	152.33	5.35	9.44
chr8	22900261	22900979	719	328	364	1908.21	21.37	0.82
chr8	22905162	22905576	415	278	48	115.47	6.21	16.34
chr8	22907663	22908329	667	431	214	987.83	18.1	0.91
chr8	22909040	22909501	462	178	122	578.45	24.96	1.16
chr8	22924887	22925173	287	64	29	106.23	7.15	19.67
chr8	22936109	22936535	427	162	63	250.98	11.12	3.98
chr8	23115951	23116300	350	146	34	144.44	10.57	10.28
chr8	23132137	23132624	488	80	53	219.02	8.87	5.09
chr8	23258707	23259049	343	185	65	107.72	5.42	19.09
chr8	23393567	23393966	400	208	69	302.03	14.74	3.21
chr8	23472992	23473225	234	94	32	164.48	15.24	8.24
chr8	23495045	23495287	243	164	20	132.72	16.18	12.35
chr8	23668857	23669222	366	271	39	104.22	7.17	20.66
chr8	23711489	23712203	715	259	136	581.18	13.47	1.16
chr8	23819659	23819913	255	134	27	149.94	14.23	9.74
chr8	23904717	23905051	335	162	35	103.31	12.06	21.21
chr8	24036891	24037253	363	190	50	290.66	16.26	3.29
chr8	24069659	24070100	442	197	85	422.67	20.05	2.06
chr8	24118226	24118689	464	239	72	537.64	32.52	1.41
chr8	24119368	24119858	491	298	56	270.98	15.4	3.56
chr8	24131827	24132632	806	525	126	383.33	11.5	2.31
chr8	24923678	24924032	355	138	34	221.21	22.17	4.97
chr8	24986941	24987284	344	208	35	235.7	25.13	4.59
chr8	25088396	25089126	731	431	225	1003.04	15.65	0.93
chr8	25101073	25101413	341	170	46	101.79	8.63	21.99
chr8	25108739	25109276	538	210	64	112.84	6.64	17.23
chr8	25112384	25112816	433	178	88	304.34	9.15	3.21
chr8	25115121	25115328	208	107	22	102.04	10.84	21.86
chr8	25128008	25128425	418	211	64	268.62	15.18	3.58
chr8	25128574	25129121	548	303	152	1202.45	46.34	1.03
chr8	25133827	25134182	356	136	124	1185.82	65.04	1.01
chr8	25157085	25157795	711	355	479	3100	59.62	1.07
chr8	25161583	25161808	226	65	23	106.86	11.38	19.41
chr8	25161810	25162095	286	153	30	132.45	13.16	12.38
chr8	25163757	25164305	549	294	77	478.04	25.41	1.77
chr8	25165892	25166233	342	158	54	419.45	40.01	2.09
chr8	25212713	25213125	413	217	129	1353.42	81.3	1.14
chr8	25222142	25222526	385	207	57	146.62	8.65	10.05
chr8	25233215	25233662	448	316	65	334.74	15.52	2.82
chr8	25258914	25259200	287	129	32	131.67	13.55	12.62
chr8	25371678	25372077	400	169	97	123.49	5.98	14.16
chr8	25391972	25392266	295	147	31	142.18	9.76	10.65
chr8	25603764	25604009	246	128	20	131.71	17.79	12.61
chr8	26009788	26010028	241	77	19	110.01	13.55	18.22
chr8	26063356	26063731	376	257	73	561.09	39.07	1.36
chr8	26064727	26065136	410	267	78	367.34	14.23	2.43
chr8	26154465	26154637	173	113	15	101.57	16.26	22.08
chr8	26208410	26208758	349	185	46	183.2	10.96	7.01
chr8	26243343	26243597	255	131	22	107.77	12.2	19.07
chr8	26485599	26485996	398	229	66	106.35	6.32	19.62
chr8	26522378	26523218	841	506	116	280.72	6.65	3.37
chr8	26523824	26524223	400	270	116	858.21	33.2	0.96
chr8	26524511	26524852	342	150	54	258.15	18.2	3.81
chr8	26543785	26544137	353	186	49	165.68	11.15	8.16
chr8	27194143	27194630	488	120	52	167.51	9.87	7.97
chr8	27195991	27196292	302	87	56	413.42	32.12	2.1
chr8	27228758	27229045	288	185	31	107.07	8.71	19.33
chr8	27254028	27254702	675	302	111	100.91	4.6	22.41
chr8	27312088	27312437	350	185	38	144.14	12.36	10.31
chr8	27313202	27313837	636	402	109	564.18	24.07	1.34
chr8	27327401	27327665	265	104	26	166.96	17.62	8.06
chr8	27530349	27531110	762	536	139	224.33	5.56	4.86
chr8	27533861	27534278	418	211	55	216.85	9.87	5.17
chr8	27769859	27770158	300	120	25	116.98	11.18	15.87
chr8	27785793	27786626	834	582	506	423.86	5.52	2.07
chr8	27792969	27793275	307	151	31	108.17	10.01	18.94
chr8	27805191	27805618	428	226	80	313.19	9.59	3.15
chr8	27856943	27857193	251	158	27	105.99	11.06	19.79
chr8	27861561	27862158	598	184	110	191.24	6.81	6.41
chr8	27867334	27867680	347	184	37	139.44	13.77	11.18
chr8	27871299	27871866	568	285	193	1504.3	46.18	1.16
chr8	27883015	27883296	282	162	49	392.57	35.72	2.27
chr8	27918022	27918460	439	148	55	305.98	15.04	3.2
chr8	28261532	28261763	232	80	26	114.51	15.55	16.6
chr8	28264798	28265413	616	215	217	1270.56	26.71	1.12
chr8	28522403	28522641	239	123	21	116.02	13.94	16.14
chr8	28713562	28713996	435	194	59	262.25	17.56	3.71
chr8	28946476	28946881	406	110	53	400.24	35.48	2.23
chr8	29093017	29093353	337	142	32	118.07	9.19	15.58
chr8	29098828	29099266	439	193	60	268.09	12.36	3.58
chr8	29103530	29103796	267	140	33	227.02	28.77	4.77
chr8	29139051	29139544	494	210	213	1798.2	48.78	0.88
chr8	29163435	29163775	341	183	87	918.11	72.79	0.88
chr8	29196501	29196754	254	179	24	104.14	12.2	20.69
chr8	29227816	29228301	486	218	101	669.03	35.62	1
chr8	29254723	29255205	483	345	73	141.54	6.73	10.81
chr8	29256624	29256956	333	158	36	102.48	10.35	21.65
chr8	29262033	29262511	479	235	103	111.24	5.37	17.74
chr8	29286604	29287029	426	197	78	119.36	7.03	15.16
chr8	29291150	29291514	365	168	52	301.71	23.6	3.21
chr8	29314971	29315254	284	134	24	130.65	15.78	12.8
chr8	29372456	29373037	582	182	95	369.13	14.83	2.41
chr8	29417419	29417688	270	66	30	163.21	13.39	8.33
chr8	29426726	29427137	412	229	66	175.24	7.96	7.52
chr8	29434562	29434905	344	188	54	328.65	23.96	2.88
chr8	29468718	29469488	771	249	267	438.73	6.5	1.97
chr8	29474441	29474740	300	157	31	124.27	13.43	14.01
chr8	29497226	29497583	358	204	60	452.4	24.39	1.86
chr8	29507849	29508516	668	300	208	1932.24	67.5	0.84
chr8	29520740	29521159	420	153	83	298.59	12.29	3.23
chr8	29548319	29549058	740	319	188	853.43	16.64	0.95
chr8	29557147	29557521	375	165	55	308.67	26.83	3.14
chr8	29568808	29569848	1041	186	267	496.68	11.52	1.68
chr8	29576592	29576992	401	176	91	533.16	26.71	1.45
chr8	29578536	29579000	465	197	66	138.33	5.32	11.38
chr8	29593261	29593748	488	287	128	1104.48	51.83	1.04
chr8	29650750	29651199	450	226	172	296.14	7.38	3.27
chr8	29683829	29684198	370	217	128	383.21	12.37	2.31
chr8	29686848	29687190	343	114	66	126.33	6.07	13.62
chr8	29825314	29825581	268	155	48	345.8	26.45	2.67
chr8	29835920	29836149	230	105	28	213.09	29.57	5.31
chr8	29874690	29875119	430	178	59	434.16	29.81	2.02
chr8	29952001	29952181	181	98	24	161.86	20.33	8.45
chr8	29952288	29952635	348	177	47	234.33	18.48	4.61
chr8	30101790	30102045	256	109	33	267.73	32.35	3.57
chr8	30231834	30232300	467	181	63	146.4	7.07	10.05
chr8	30256912	30257357	446	276	51	121.21	8.34	14.61
chr8	30306485	30306781	297	120	28	193.98	21.03	6.21
chr8	30508569	30508796	228	162	25	156.9	17.42	8.95
chr8	30509148	30509409	262	174	27	147.08	17.28	10.02
chr8	30685286	30685542	257	75	28	190.28	16.26	6.51
chr8	30700017	30700338	322	157	28	105.02	10.02	20.36
chr8	30780381	30780697	317	133	30	159.09	14.09	8.7
chr8	30781288	30781951	664	210	132	925.5	26.2	0.89
chr8	30784582	30785005	424	210	97	780.72	50.88	0.9
chr8	31732389	31732688	300	129	29	182.37	14.91	7.04
chr8	31810445	31810914	470	301	83	532.91	27.39	1.45
chr8	31823516	31823860	345	180	58	518.31	45.29	1.54
chr8	32246399	32246745	347	149	57	286.53	16.26	3.33
chr8	32248493	32248820	328	232	45	253.28	17.12	3.92
chr8	32288916	32289208	293	168	34	149.21	12.02	9.81
chr8	32300440	32300841	402	121	100	482.4	15.45	1.68
chr8	32310639	32311042	404	240	69	478	24.79	1.77
chr8	32311447	32311750	304	160	24	120.89	11.7	14.68
chr8	32318485	32318793	309	146	44	348.38	33.39	2.61
chr8	32327858	32328093	236	95	19	111.61	20.33	17.56
chr8	32385207	32385538	332	176	74	546.74	34.23	1.38
chr8	32409955	32410391	437	218	59	377.27	23.85	2.34
chr8	32618519	32618925	407	242	57	428.85	39.96	2.04
chr8	32727441	32727704	264	134	21	102.25	10.84	21.78
chr8	33456473	33456773	301	90	48	422.28	35.59	2.06
chr8	33457127	33457478	352	139	44	196.8	15.22	6.02
chr8	33567992	33568303	312	132	25	125.98	16.26	13.71
chr8	37056384	37056733	350	153	41	268.44	30.02	3.58
chr8	37219853	37220073	221	63	19	104.91	13.94	20.4
chr8	37278716	37279127	412	214	80	382.4	22.36	2.31
chr8	37279351	37279664	314	185	36	117.14	9.44	15.86
chr8	37283772	37284093	322	153	38	219.93	22.36	5.02
chr8	37449274	37449647	374	175	46	248.63	19.87	4.12
chr8	37493132	37493472	341	135	40	163.18	11.15	8.33
chr8	37575045	37575571	527	105	97	307.79	9	3.18
chr8	37667857	37668502	646	443	207	779.33	15.29	0.9
chr8	37840428	37841046	619	404	335	2552.76	48.78	0.95
chr8	37846939	37847422	484	153	43	105.73	5.96	19.93
chr8	37880395	37880941	547	328	74	208.82	12.09	5.46
chr8	38034114	38034480	367	190	45	122.3	8.99	14.35
chr8	38143366	38143692	327	172	24	144.57	21.03	10.26
chr8	38291188	38291362	175	55	19	148.91	19.41	9.85
chr8	38486280	38486636	357	182	36	178.91	15.3	7.33
chr8	38490565	38490832	268	139	23	117.18	13.01	15.85
